Run 1; Ch 2; Fc 2-1; Cy 5; W9; Conc 3.125 6.25 12.5 25 50 nM_X 	Run 1; Ch 2; Fc 2-1; Cy 5; W9; Conc 3.125 6.25 12.5 25 50 nM_Y 	Run 1; Ch 2; Fc 2-1; Cy 5; W9; Conc 3.125 6.25 12.5 25 50 nM; Fitted_X 	Run 1; Ch 2; Fc 2-1; Cy 5; W9; Conc 3.125 6.25 12.5 25 50 nM; Fitted_Y 	
-39.5 	0.546799993251625 	-39.5 	0 	
-39.3999977111816 	2.15485557899592 	-39.3999977111816 	0 	
-39.2999992370605 	-1.03159997434705 	-39.2999992370605 	0 	
-39.1999969482422 	0.500523939685081 	-39.1999969482422 	0 	
-39.0999984741211 	0.986556969452067 	-39.0999984741211 	0 	
-39 	-1.0314000169783 	-39 	0 	
-38.8999977111816 	0.268997748135007 	-38.8999977111816 	0 	
-38.7999992370605 	0.195500017831364 	-38.7999992370605 	0 	
-38.6999969482422 	0.227100289630471 	-38.6999969482422 	0 	
-38.5999984741211 	0.218001130484481 	-38.5999984741211 	0 	
-38.5 	0.22669998226047 	-38.5 	0 	
-38.3999977111816 	0.176599613281724 	-38.3999977111816 	0 	
-38.2999992370605 	0.141300000093906 	-38.2999992370605 	0 	
-38.1999969482422 	0.0442963141431392 	-38.1999969482422 	0 	
-38.0999984741211 	-0.0815131855015352 	-38.0999984741211 	0 	
-38 	-0.453099995425873 	-38 	0 	
-37.8999977111816 	-0.414362871742924 	-37.8999977111816 	0 	
-37.7999992370605 	0.739100000118924 	-37.7999992370605 	0 	
-37.6999969482422 	0.791822530267382 	-37.6999969482422 	0 	
-37.5999984741211 	0.525208923325408 	-37.5999984741211 	0 	
-37.5 	0.899800000664982 	-37.5 	0 	
-37.3999977111816 	1.24481337251564 	-37.3999977111816 	0 	
-37.2999992370605 	1.3889000154486 	-37.2999992370605 	0 	
-37.1999969482422 	1.44530094489892 	-37.1999969482422 	0 	
-37.0999984741211 	1.25119934425311 	-37.0999984741211 	0 	
-37 	1.19679997730054 	-37 	0 	
-36.8999977111816 	1.20700016193223 	-36.8999977111816 	0 	
-36.7999992370605 	1.19810004405736 	-36.7999992370605 	0 	
-36.6999969482422 	1.20390033321382 	-36.6999969482422 	0 	
-36.5999984741211 	1.20610091228082 	-36.5999984741211 	0 	
-36.5 	1.22019998454925 	-36.5 	0 	
-36.3999977111816 	1.17309938297331 	-36.3999977111816 	0 	
-36.2999992370605 	1.17519998283387 	-36.2999992370605 	0 	
-36.1999969482422 	1.19029940814653 	-36.1999969482422 	0 	
-36.0999984741211 	1.18010089969539 	-36.0999984741211 	0 	
-36 	1.22369999160583 	-36 	0 	
-35.8999977111816 	1.2125007360446 	-35.8999977111816 	0 	
-35.7999992370605 	1.2274000244106 	-35.7999992370605 	0 	
-35.6999969482422 	1.26509933376292 	-35.6999969482422 	0 	
-35.5999984741211 	1.24540037727274 	-35.5999984741211 	0 	
-35.5 	1.2575999572764 	-35.5 	0 	
-35.3999977111816 	1.26899978351139 	-35.3999977111816 	0 	
-35.2999992370605 	1.26550002975273 	-35.2999992370605 	0 	
-35.1999969482422 	1.24190008468577 	-35.1999969482422 	0 	
-35.0999984741211 	1.24789972839426 	-35.0999984741211 	0 	
