Run 1; Ch 1; Fc 2-1; Cy 5; W10; Conc 3.125 6.25 12.5 25 50 nM_X 	Run 1; Ch 1; Fc 2-1; Cy 5; W10; Conc 3.125 6.25 12.5 25 50 nM_Y 	Run 1; Ch 1; Fc 2-1; Cy 5; W10; Conc 3.125 6.25 12.5 25 50 nM; Fitted_X 	Run 1; Ch 1; Fc 2-1; Cy 5; W10; Conc 3.125 6.25 12.5 25 50 nM; Fitted_Y 	
-39.5 	-0.87989995994576 	-39.5 	0 	
-39.3999977111816 	2.44164393157916 	-39.3999977111816 	0 	
-39.2999992370605 	-1.43050000906078 	-39.2999992370605 	0 	
-39.1999969482422 	-0.0146442169207148 	-39.1999969482422 	0 	
-39.0999984741211 	1.38445359993057 	-39.0999984741211 	0 	
-39 	-1.07510000176626 	-39 	0 	
-38.8999977111816 	-0.274999753095472 	-38.8999977111816 	0 	
-38.7999992370605 	-0.246000009155978 	-38.7999992370605 	0 	
-38.6999969482422 	-0.0581991501821904 	-38.6999969482422 	0 	
-38.5999984741211 	-0.00629968471548636 	-38.5999984741211 	0 	
-38.5 	-0.0518999861742486 	-38.5 	0 	
-38.3999977111816 	-0.0362904765133862 	-38.3999977111816 	0 	
-38.2999992370605 	0.201400003003073 	-38.2999992370605 	0 	
-38.1999969482422 	-0.205291968683014 	-38.1999969482422 	0 	
-38.0999984741211 	0.167993251274311 	-38.0999984741211 	0 	
-38 	0.0280000004313479 	-38 	0 	
-37.8999977111816 	0.0813746099447599 	-37.8999977111816 	0 	
-37.7999992370605 	-0.686899973869004 	-37.7999992370605 	0 	
-37.6999969482422 	0.196101473713497 	-37.6999969482422 	0 	
-37.5999984741211 	-0.0126979819324333 	-37.5999984741211 	0 	
-37.5 	-0.0133999823592603 	-37.5 	0 	
-37.3999977111816 	-0.0597979208941979 	-37.3999977111816 	0 	
-37.2999992370605 	-0.0906999968501623 	-37.2999992370605 	0 	
-37.1999969482422 	-0.0223981849703705 	-37.1999969482422 	0 	
-37.0999984741211 	0.0379020511609269 	-37.0999984741211 	0 	
-37 	0.0740999948502576 	-37 	0 	
-36.8999977111816 	0.0371016125645838 	-36.8999977111816 	0 	
-36.7999992370605 	0.0174999972550722 	-36.7999992370605 	0 	
-36.6999969482422 	-0.0458989039907465 	-36.6999969482422 	0 	
-36.5999984741211 	-0.00720049450319493 	-36.5999984741211 	0 	
-36.5 	-0.0414000142081932 	-36.5 	0 	
-36.3999977111816 	-0.072999701500521 	-36.3999977111816 	0 	
-36.2999992370605 	-0.0791999900829978 	-36.2999992370605 	0 	
-36.1999969482422 	-0.0843002457659168 	-36.1999969482422 	0 	
-36.0999984741211 	-0.0765995792389731 	-36.0999984741211 	0 	
-36 	-0.0830999890822568 	-36 	0 	
-35.8999977111816 	-0.0858001817723562 	-35.8999977111816 	0 	
-35.7999992370605 	-0.114599998189078 	-35.7999992370605 	0 	
-35.6999969482422 	-0.102599883077346 	-35.6999969482422 	0 	
-35.5999984741211 	-0.0941996402762015 	-35.5999984741211 	0 	
-35.5 	-0.0891000142109988 	-35.5 	0 	
-35.3999977111816 	-0.0952001970763376 	-35.3999977111816 	0 	
-35.2999992370605 	-0.108599987077469 	-35.2999992370605 	0 	
-35.1999969482422 	-0.0964001087195356 	-35.1999969482422 	0 	
-35.0999984741211 	-0.117799573275988 	-35.0999984741211 	0 	
-35 	-0.121500004461268 	-35 	0 	
-34.8999977111816 	-0.108099967597809 	-34.8999977111816 	0 	
-34.7999992370605 	-0.108600000454317 	-34.7999992370605 	0 	
-34.6999969482422 	-0.112600051928894 	-34.6999969482422 	0 	
-34.5999984741211 	-0.118100059033168 	-34.5999984741211 	0 	
-34.5 	-0.117499998403218 	-34.5 	0 	
-34.3999977111816 	-0.113900081039901 	-34.3999977111816 	0 	
-34.2999992370605 	-0.114899997377506 	-34.2999992370605 	0 	
-34.1999969482422 	-0.108600196195766 	-34.1999969482422 	0 	
-34.0999984741211 	-0.107500251033343 	-34.0999984741211 	0 	
-34 	-0.115100005124987 	-34 	0 	
-33.8999977111816 	-0.124400012540718 	-33.8999977111816 	0 	
-33.7999992370605 	-0.130000002718589 	-33.7999992370605 	0 	
-33.6999969482422 	-0.129699925852037 	-33.6999969482422 	0 	
-33.5999984741211 	-0.127299787687662 	-33.5999984741211 	0 	
-33.5 	-0.12559999430232 	-33.5 	0 	
-33.3999977111816 	-0.121699947572779 	-33.3999977111816 	0 	
-33.2999992370605 	-0.117399998376641 	-33.2999992370605 	0 	
-33.1999969482422 	-0.118099973653443 	-33.1999969482422 	0 	
-33.0999984741211 	-0.119699975013646 	-33.0999984741211 	0 	
-33 	-0.121899994661362 	-33 	0 	
-32.8999977111816 	-0.122399972988205 	-32.8999977111816 	0 	
-32.7999992370605 	-0.122899992635212 	-32.7999992370605 	0 	
-32.6999969482422 	-0.124399889682536 	-32.6999969482422 	0 	
-32.5999984741211 	-0.120000002814777 	-32.5999984741211 	0 	
-32.5 	-0.120400001120288 	-32.5 	0 	
-32.3999977111816 	-0.121399982501316 	-32.3999977111816 	0 	
-32.2999992370605 	-0.122000005532755 	-32.2999992370605 	0 	
-32.1999969482422 	-0.119999904967699 	-32.1999969482422 	0 	
-32.0999984741211 	-0.115399922251527 	-32.0999984741211 	0 	
-31.9999980926514 	-0.113999989320291 	-31.9999980926514 	0 	
-31.8999977111816 	-0.114500033691002 	-31.8999977111816 	0 	
-31.7999992370605 	-0.115299972723733 	-31.7999992370605 	0 	
-31.6999988555908 	-0.111599995423603 	-31.6999988555908 	0 	
-31.5999984741211 	-0.114599957156315 	-31.5999984741211 	0 	
-31.4999980926514 	-0.118299939895223 	-31.4999980926514 	0 	
-31.3999977111816 	-0.11680011093631 	-31.3999977111816 	0 	
-31.2999992370605 	-0.119499997810635 	-31.2999992370605 	0 	
-31.1999988555908 	-0.119300035741617 	-31.1999988555908 	0 	
-31.0999984741211 	-0.119599986624962 	-31.0999984741211 	0 	
-30.9999980926514 	-0.117599971392337 	-30.9999980926514 	0 	
-30.8999977111816 	-0.117900104833097 	-30.8999977111816 	0 	
-30.7999992370605 	-0.115300019813731 	-30.7999992370605 	0 	
-30.6999988555908 	-0.115399993730534 	-30.6999988555908 	0 	
-30.5999984741211 	-0.115900023534778 	-30.5999984741211 	0 	
-30.4999980926514 	-0.119399931409134 	-30.4999980926514 	0 	
-30.3999977111816 	-0.113599948359479 	-30.3999977111816 	0 	
-30.2999992370605 	-0.110800042177289 	-30.2999992370605 	0 	
-30.1999988555908 	-0.11210007603222 	-30.1999988555908 	0 	
-30.0999984741211 	-0.115000017765851 	-30.0999984741211 	0 	
-29.9999980926514 	-0.114699963571184 	-29.9999980926514 	0 	
-29.8999977111816 	-0.113899979496637 	-29.8999977111816 	0 	
-29.7999992370605 	-0.113600000833685 	-29.7999992370605 	0 	
-29.6999988555908 	-0.113899918200332 	-29.6999988555908 	0 	
-29.5999984741211 	-0.110100057412637 	-29.5999984741211 	0 	
-29.4999980926514 	-0.113099987294845 	-29.4999980926514 	0 	
-29.3999977111816 	-0.111600055028248 	-29.3999977111816 	0 	
-29.2999992370605 	-0.111799977803457 	-29.2999992370605 	0 	
-29.1999988555908 	-0.111300028609548 	-29.1999988555908 	0 	
-29.0999984741211 	-0.113599981192237 	-29.0999984741211 	0 	
-28.9999980926514 	-0.112099960875639 	-28.9999980926514 	0 	
-28.8999977111816 	-0.112800034716201 	-28.8999977111816 	0 	
-28.7999992370605 	-0.113600018456054 	-28.7999992370605 	0 	
-28.6999988555908 	-0.114000003886758 	-28.6999988555908 	0 	
-28.5999984741211 	-0.112999982549809 	-28.5999984741211 	0 	
-28.4999980926514 	-0.113500046896661 	-28.4999980926514 	0 	
-28.3999977111816 	-0.115600011322385 	-28.3999977111816 	0 	
-28.2999992370605 	-0.117900029614248 	-28.2999992370605 	0 	
-28.1999988555908 	-0.120700008606946 	-28.1999988555908 	0 	
-28.0999984741211 	-0.119699945953471 	-28.0999984741211 	0 	
-27.9999980926514 	-0.114400002861657 	-27.9999980926514 	0 	
-27.8999977111816 	-0.115600024531886 	-27.8999977111816 	0 	
-27.7999992370605 	-0.115600019787962 	-27.7999992370605 	0 	
-27.6999988555908 	-0.115400035021594 	-27.6999988555908 	0 	
