Run 1; Ch 3; Fc 2-1; Cy 5; T42; Conc 3.125 6.25 12.5 25 50 nM_X 	Run 1; Ch 3; Fc 2-1; Cy 5; T42; Conc 3.125 6.25 12.5 25 50 nM_Y 	Run 1; Ch 3; Fc 2-1; Cy 5; T42; Conc 3.125 6.25 12.5 25 50 nM; Fitted_X 	Run 1; Ch 3; Fc 2-1; Cy 5; T42; Conc 3.125 6.25 12.5 25 50 nM; Fitted_Y 	
-39.5 	-0.720700018886419 	-39.5 	0 	
-39.3999977111816 	1.69120317268244 	-39.3999977111816 	0 	
-39.2999992370605 	0.286400004719326 	-39.2999992370605 	0 	
-39.1999969482422 	-0.364081829549832 	-39.1999969482422 	0 	
-39.0999984741211 	0.514999318238551 	-39.0999984741211 	0 	
-39 	-0.0811000029825664 	-39 	0 	
-38.8999977111816 	-0.0991036158920906 	-38.8999977111816 	0 	
-38.7999992370605 	0.0274000003519177 	-38.7999992370605 	0 	
-38.6999969482422 	0.142200432714162 	-38.6999969482422 	0 	
-38.5999984741211 	0.100499666601536 	-38.5999984741211 	0 	
-38.5 	0.0824999998912972 	-38.5 	0 	
-38.3999977111816 	0.10090459751882 	-38.3999977111816 	0 	
-38.2999992370605 	0.202699998841126 	-38.2999992370605 	0 	
-38.1999969482422 	0.099500870986958 	-38.1999969482422 	0 	
-38.0999984741211 	0.171301675865834 	-38.0999984741211 	0 	
-38 	0.192000005004957 	-38 	0 	
-37.8999977111816 	0.351100214382313 	-37.8999977111816 	0 	
-37.7999992370605 	0.495500014541904 	-37.7999992370605 	0 	
-37.6999969482422 	0.310686775901559 	-37.6999969482422 	0 	
-37.5999984741211 	0.0279092155433318 	-37.5999984741211 	0 	
-37.5 	0.112200000916346 	-37.5 	0 	
-37.3999977111816 	0.248900797145325 	-37.3999977111816 	0 	
-37.2999992370605 	0.176399999818386 	-37.2999992370605 	0 	
-37.1999969482422 	0.124600400744384 	-37.1999969482422 	0 	
-37.0999984741211 	0.0346981384209357 	-37.0999984741211 	0 	
-37 	0.0103000001472537 	-37 	0 	
-36.8999977111816 	0.0136006590037141 	-36.8999977111816 	0 	
-36.7999992370605 	0.0243000000409666 	-36.7999992370605 	0 	
-36.6999969482422 	-0.0146977492004225 	-36.6999969482422 	0 	
-36.5999984741211 	-0.00029866433396819 	-36.5999984741211 	0 	
-36.5 	0.0566000001308566 	-36.5 	0 	
-36.3999977111816 	0.0413996150018647 	-36.3999977111816 	0 	
-36.2999992370605 	0.0480999970641278 	-36.2999992370605 	0 	
-36.1999969482422 	0.0901994544365152 	-36.1999969482422 	0 	
-36.0999984741211 	0.059800180944876 	-36.0999984741211 	0 	
-36 	0.0811999997349631 	-36 	0 	
-35.8999977111816 	0.0854996116140683 	-35.8999977111816 	0 	
-35.7999992370605 	0.0630999994355079 	-35.7999992370605 	0 	
-35.6999969482422 	0.0857000850410259 	-35.6999969482422 	0 	
-35.5999984741211 	0.0834995783880004 	-35.5999984741211 	0 	
-35.5 	0.066300001439231 	-35.5 	0 	
-35.3999977111816 	0.0585000407554617 	-35.3999977111816 	0 	
-35.2999992370605 	0.0650999980789493 	-35.2999992370605 	0 	
-35.1999969482422 	0.0504000756591267 	-35.1999969482422 	0 	
-35.0999984741211 	0.0634001914731925 	-35.0999984741211 	0 	
-35 	0.06850000212944 	-35 	0 	
-34.8999977111816 	0.0803001406420663 	-34.8999977111816 	0 	
-34.7999992370605 	0.0745000021088345 	-34.7999992370605 	0 	
-34.6999969482422 	0.079199816511391 	-34.6999969482422 	0 	
-34.5999984741211 	0.0764999868843006 	-34.5999984741211 	0 	
-34.5 	0.0755999967077514 	-34.5 	0 	
-34.3999977111816 	0.068899962829164 	-34.3999977111816 	0 	
-34.2999992370605 	0.0734999980559223 	-34.2999992370605 	0 	
-34.1999969482422 	0.0802002449127031 	-34.1999969482422 	0 	
-34.0999984741211 	0.0823999509193527 	-34.0999984741211 	0 	
-34 	0.083899997662229 	-34 	0 	
-33.8999977111816 	0.0863999045359378 	-33.8999977111816 	0 	
-33.7999992370605 	0.0851000020848005 	-33.7999992370605 	0 	
-33.6999969482422 	0.081899869692279 	-33.6999969482422 	0 	
-33.5999984741211 	0.0793998402441503 	-33.5999984741211 	0 	
-33.5 	0.0758000001151231 	-33.5 	0 	
-33.3999977111816 	0.0777999408455798 	-33.3999977111816 	0 	
-33.2999992370605 	0.0759999974106904 	-33.2999992370605 	0 	
-33.1999969482422 	0.070799982520839 	-33.1999969482422 	0 	
-33.0999984741211 	0.0688997430916061 	-33.0999984741211 	0 	
-33 	0.0665000005101319 	-33 	0 	
-32.8999977111816 	0.0649998288245115 	-32.8999977111816 	0 	
-32.7999992370605 	0.0616999985213624 	-32.7999992370605 	0 	
-32.6999969482422 	0.0606998813600512 	-32.6999969482422 	0 	
-32.5999984741211 	0.0556000283577305 	-32.5999984741211 	0 	
-32.5 	0.059999997196428 	-32.5 	0 	
