Time (s),Raw Response,Fitted Response
-39.5,0.727899999925285,0.0
-39.3999977111816,1.8853215822237,0.0
-39.2999992370605,-2.24310000248079,0.0
-39.1999969482422,0.170032723573968,0.0
-39.0999984741211,0.72205193262198,0.0
-39.0,-1.28260000633964,0.0
-38.8999977111816,-0.112199365761626,0.0
-38.7999992370605,0.0319999981402361,0.0
-38.6999969482422,-0.0011003031722793,0.0
-38.5999984741211,-0.0132980344278621,0.0
-38.5,0.0767999979943852,0.0
-38.3999977111816,0.106897407149518,0.0
-38.2999992370605,0.0198000145428523,0.0
-38.1999969482422,-0.0054012746804801,0.0
-38.0999984741211,0.0224975042801816,0.0
-38.0,0.0073999900814669,0.0
-37.8999977111816,0.0128801586142799,0.0
-37.7999992370605,-0.476299947549705,0.0
-37.6999969482422,0.937396807432378,0.0
-37.5999984741211,-0.0743046375282574,0.0
-37.5,-0.0536000002393848,0.0
-37.3999977111816,0.328708152461331,0.0
-37.2999992370605,0.3698000000295,0.0
-37.1999969482422,0.212001760075509,0.0
-37.0999984741211,0.157103553723573,0.0
-37.0,0.207600005385757,0.0
-36.8999977111816,0.100101423260639,0.0
-36.7999992370605,0.125499993228004,0.0
-36.6999969482422,0.0938994473435741,0.0
-36.5999984741211,0.0930009653093293,0.0
-36.5,0.0833000077727775,0.0
-36.3999977111816,0.100598970890132,0.0
-36.2999992370605,0.105099994136253,0.0
-36.1999969482422,0.106600032901042,0.0
-36.0999984741211,0.0976990365488746,0.0
-36.0,0.0989999940866255,0.0
-35.8999977111816,0.102299204350857,0.0
-35.7999992370605,0.0799999945629679,0.0
-35.6999969482422,0.0868997267243685,0.0
-35.5999984741211,0.08209963633999,0.0
-35.5,0.0716999987598683,0.0
-35.3999977111816,0.053699459265772,0.0
-35.2999992370605,0.0527999971382087,0.0
-35.1999969482422,0.0715997657789558,0.0
-35.0999984741211,0.0814998711357475,0.0
-35.0,0.0786999957781518,0.0
-34.8999977111816,0.0778999653120991,0.0
-34.7999992370605,0.0843999930875725,0.0
-34.6999969482422,0.0768997946506715,0.0
-34.5999984741211,0.0865997066248383,0.0
-34.5,0.0857000067226181,0.0
-34.3999977111816,0.0800999928942474,0.0
-34.2999992370605,0.0843000027198286,0.0
-34.1999969482422,0.0924998496302578,0.0
-34.0999984741211,0.0974997853045352,0.0
-34.0,0.093800005124649,0.0
-33.8999977111816,0.0905001229984919,0.0
-33.7999992370605,0.091299996660382,0.0
-33.6999969482422,0.0844998632419447,0.0
-33.5999984741211,0.0798998470054357,0.0
-33.5,0.0750999994270387,0.0
-33.3999977111816,0.07349994559263,0.0
-33.2999992370605,0.0736999963992275,0.0
-33.1999969482422,0.0694001169686089,0.0
-33.0999984741211,0.0768997837039933,0.0
-33.0,0.0733000018335588,0.0
-32.8999977111816,0.0672999666458054,0.0
-32.7999992370605,0.068499996112223,0.0
-32.6999969482422,0.0672998342488427,0.0
-32.5999984741211,0.0675998061633436,0.0
-32.5,0.064100001261977,0.0
-32.3999977111816,0.0633998847697512,0.0
-32.2999992370605,0.0644999979012937,0.0
-32.1999969482422,0.0646999129057804,0.0
-32.0999984741211,0.0631998607605055,0.0
-31.9999980926514,0.0611999769462273,0.0
-31.8999977111816,0.0593998723015829,0.0
-31.7999992370605,0.057599935651524,0.0
-31.6999988555908,0.0601999559876276,0.0
-31.5999984741211,0.062899963450036,0.0
-31.4999980926514,0.0642999180781771,0.0
-31.3999977111816,0.0618998378377,0.0
-31.2999992370605,0.0604000258208544,0.0
-31.1999988555908,0.0623999543568061,0.0
-31.0999984741211,0.0648999045843084,0.0
-30.9999980926514,0.0599999540572753,0.0
-30.8999977111816,0.0613998578883184,0.0
-30.7999992370605,0.061299964927457,0.0
-30.6999988555908,0.059199906350841,0.0
-30.5999984741211,0.0547999053560488,0.0
-30.4999980926514,0.0494998911599396,0.0
-30.3999977111816,0.0437998708730447,0.0
-30.2999992370605,0.0408999697792751,0.0
-30.1999988555908,0.0389999088292825,0.0
-30.0999984741211,0.0339999450916366,0.0
-29.9999980926514,0.0340998827923613,0.0
-29.8999977111816,0.0323998262720124,0.0
-29.7999992370605,0.0314000464240962,0.0
-29.6999988555908,0.0334999583610625,0.0
-29.5999984741211,0.0345999749624752,0.0
-29.4999980926514,0.0369000294958823,0.0
-29.3999977111816,0.039100037956814,0.0
-29.2999992370605,0.0405999282229459,0.0
-29.1999988555908,0.038399943823606,0.0
-29.0999984741211,0.0393999824445928,0.0
-28.9999980926514,0.0396999485819833,0.0
-28.8999977111816,0.0380999326807796,0.0
-28.7999992370605,0.0370999655424384,0.0
-28.6999988555908,0.0365999706300499,0.0
-28.5999984741211,0.0370999526894593,0.0
-28.4999980926514,0.0372999401733978,0.0
-28.3999977111816,0.0337997928727418,0.0
-28.2999992370605,0.0284999287068786,0.0
-28.1999988555908,0.027999946338241,0.0
-28.0999984741211,0.0300999659921217,0.0
-27.9999980926514,0.0323999876782182,0.0
-27.8999977111816,0.03259995330518,0.0
-27.7999992370605,0.0328999441699125,0.0
-27.6999988555908,0.0358999900745403,0.0
-27.5999984741211,0.0366999257312273,0.0
-27.4999980926514,0.0352999826500309,0.0
-27.3999977111816,0.034600027018314,0.0
-27.2999992370605,0.036299955980212,0.0
-27.1999988555908,0.036799903075007,0.0
-27.0999984741211,0.0330000113899587,0.0
-26.9999980926514,0.0320999773102812,0.0
-26.8999977111816,0.0303999313837267,0.0
-26.7999992370605,0.0310000303688867,0.0
-26.6999988555908,0.0332999768943409,0.0
-26.5999984741211,0.0327999943001487,0.0
-26.4999980926514,0.031799998068891,0.0
-26.3999977111816,0.033000007551891,0.0
-26.2999992370605,0.0338000323572487,0.0
-26.1999988555908,0.0369000210885133,0.0
-26.0999984741211,0.0404999563543242,0.0
-25.9999980926514,0.0392999313917244,0.0
-25.8999977111816,0.0376999961808906,0.0
-25.7999992370605,0.0398000400055025,0.0
-25.6999988555908,0.0418000114113966,0.0
-25.5999984741211,0.0414999959539273,0.0
-25.4999980926514,0.0423999082850059,0.0
-25.3999977111816,0.0397000801203831,0.0
-25.2999992370605,0.0419999999503489,0.0
-25.1999988555908,0.0409999675830477,0.0
-25.0999984741211,0.0423999847334926,0.0
-24.9999980926514,0.0391999885978294,0.0
-24.8999977111816,0.0415000115026487,0.0
-24.7999992370605,0.0434000267086958,0.0
-24.6999988555908,0.0434999542235737,0.0
-24.5999984741211,0.044999994297541,0.0
-24.4999980926514,0.0467000248427212,0.0
