UV_280_X (Vol),UV_280_Y (Abs),UV_260_X (Vol),UV_260_Y (Abs)
0.717459,-23.520557,3.803426,-27.676723
0.718621,-23.523949,3.809242,-27.679155
0.719784,-23.528322,3.815058,-27.682775
0.720947,-23.533035,3.820873,-27.68136
0.72211,-23.5375,3.826689,-27.681755
0.723273,-23.541891,3.832504,-27.679136
0.724436,-23.546263,3.83832,-27.677181
0.725598,-23.550371,3.844136,-27.676935
0.726761,-23.554146,3.849951,-27.675245
0.727924,-23.557777,3.855767,-27.671928
0.729087,-23.561426,3.861583,-27.671541
0.73025,-23.565077,3.867398,-27.677095
0.731412,-23.568661,3.873214,-27.681808
0.732575,-23.572004,3.87903,-27.681023
0.733738,-23.575233,3.884845,-27.682592
0.734901,-23.578459,3.890661,-27.688866
0.736064,-23.581701,3.896476,-27.689285
0.737227,-23.584661,3.902292,-27.690443
0.738389,-23.587084,3.908108,-27.695063
0.739552,-23.589319,3.913923,-27.698553
0.740715,-23.591551,3.919739,-27.698446
0.741878,-23.593786,3.925555,-27.699133
0.743041,-23.597382,3.93137,-27.698433
0.744203,-23.601669,3.937186,-27.699583
0.745366,-23.60597,3.943002,-27.698004
0.746529,-23.610281,3.948817,-27.698334
0.747692,-23.614466,3.954633,-27.702326
0.748855,-23.61731,3.960448,-27.704842
0.750018,-23.619085,3.966264,-27.709249
0.75118,-23.620546,3.97208,-27.713713
0.752343,-23.621988,3.977895,-27.718351
0.753506,-23.623793,3.983711,-27.717922
0.754669,-23.626261,3.989527,-27.719376
0.755832,-23.62908,3.995342,-27.71925
0.756994,-23.631914,4.001158,-27.723106
0.758157,-23.634748,4.006973,-27.72254
0.75932,-23.637451,4.012789,-27.721043
0.760483,-23.640034,4.018605,-27.72477
0.761646,-23.64267,4.02442,-27.729044
0.762809,-23.645329,4.030236,-27.730047
0.763971,-23.64822,4.036052,-27.737576
0.765134,-23.651884,4.041867,-27.747173
0.766297,-23.65588,4.047683,-27.750748
0.76746,-23.659491,4.053499,-27.750286
0.768623,-23.66293,4.059314,-27.752483
0.769785,-23.666182,4.06513,-27.749773
0.770948,-23.669048,4.070945,-27.743074
0.772111,-23.670794,4.076761,-27.738646
0.773274,-23.671587,4.082577,-27.737642
0.774437,-23.67238,4.088392,-27.737305
0.7756,-23.673269,4.094208,-27.739101
0.776762,-23.67437,4.100024,-27.744278
0.777925,-23.675779,4.105839,-27.746513
0.779088,-23.677397,4.111655,-27.749422
0.780251,-23.679062,4.117471,-27.753532
0.781414,-23.681196,4.123286,-27.756401
0.782576,-23.683453,4.129102,-27.757853
0.783739,-23.685289,4.134917,-27.759932
0.784902,-23.687,4.140733,-27.766962
0.786065,-23.688766,4.146549,-27.772814
0.787228,-23.690773,4.152364,-27.77656
0.788391,-23.693092,4.15818,-27.779907
0.789553,-23.695547,4.163996,-27.783972
0.790716,-23.698013,4.169811,-27.780725
0.791879,-23.700819,4.175627,-27.773249
0.793042,-23.703926,4.181443,-27.767195
0.794205,-23.706451,4.187258,-27.764845
0.795367,-23.708437,4.193074,-27.765005
0.79653,-23.710419,4.198889,-27.765459
0.797693,-23.712162,4.204705,-27.76804
0.798856,-23.713772,4.210521,-27.773722
0.800019,-23.715658,4.216336,-27.777674
0.801182,-23.717726,4.222152,-27.777803
0.802344,-23.719843,4.227968,-27.779024
0.803507,-23.722382,4.233783,-27.781584
0.80467,-23.725044,4.239599,-27.781267
0.805833,-23.727552,4.245415,-27.780722
0.806996,-23.730206,4.25123,-27.782454
0.808158,-23.732866,4.257046,-27.782532
0.809321,-23.735254,4.262861,-27.784315
0.810484,-23.737034,4.268677,-27.789375
0.811647,-23.738258,4.274493,-27.791473
0.81281,-23.739485,4.280308,-27.793404
0.813973,-23.740858,4.286124,-27.794922
0.815135,-23.74258,4.29194,-27.793098
0.816298,-23.744305,4.297755,-27.790726
0.817461,-23.745785,4.303571,-27.791733
0.818624,-23.747265,4.309387,-27.793301
0.819787,-23.748671,4.315202,-27.797237
0.820949,-23.749693,4.321018,-27.801716
0.822112,-23.750109,4.326833,-27.805286
0.823275,-23.750233,4.332649,-27.807306
0.824438,-23.750448,4.338465,-27.808527
0.825601,-23.751186,4.34428,-27.81011
0.826764,-23.752764,4.350096,-27.812805
0.827926,-23.754725,4.355912,-27.813232
0.829089,-23.756815,4.361727,-27.812387
0.830252,-23.758789,4.367543,-27.811699
0.831415,-23.760397,4.373359,-27.812887
0.832578,-23.761448,4.379174,-27.811859
0.83374,-23.76198,4.38499,-27.809711
0.834903,-23.762516,4.390805,-27.809498
0.836066,-23.763136,4.396621,-27.811882
0.837229,-23.764009,4.402437,-27.813396
0.838392,-23.765226,4.408252,-27.814493
0.839555,-23.766668,4.414068,-27.817169
0.840717,-23.768116,4.419884,-27.81769
0.84188,-23.770092,4.425699,-27.816864
0.843043,-23.772823,4.431515,-27.815477
0.844206,-23.775379,4.437331,-27.814901
0.845369,-23.77776,4.443146,-27.814749
0.846531,-23.780144,4.448962,-27.814199
0.847694,-23.781946,4.454777,-27.817461
0.848857,-23.782991,4.460593,-27.821285
0.85002,-23.784178,4.466409,-27.822599
0.851183,-23.785378,4.472224,-27.822742
0.852346,-23.786579,4.47804,-27.825462
0.853508,-23.787674,4.483856,-27.825764
0.854671,-23.788195,4.489671,-27.82445
0.855834,-23.788111,4.495487,-27.826399
0.856997,-23.788029,4.501303,-27.829147
0.85816,-23.787991,4.507118,-27.831154
0.859322,-23.788221,4.512934,-27.83489
0.860485,-23.789162,4.518749,-27.840603
0.861648,-23.790375,4.524565,-27.844082
0.862811,-23.791588,4.530381,-27.846609
0.863974,-23.792902,4.536196,-27.849443
0.865137,-23.794744,4.542012,-27.849413
0.866299,-23.797213,4.547828,-27.848852
0.867462,-23.79957,4.553643,-27.850996
0.868625,-23.801935,4.559459,-27.853729
0.869788,-23.804361,4.565275,-27.855091
0.870951,-23.806849,4.57109,-27.85684
0.872113,-23.808495,4.576906,-27.85745
0.873276,-23.809879,4.582721,-27.855087
0.874439,-23.811272,4.588537,-27.852642
0.875602,-23.812727,4.594353,-27.853128
0.876765,-23.814749,4.600168,-27.853817
0.877928,-23.817919,4.605984,-27.85339
0.87909,-23.821102,4.6118,-27.854023
0.880253,-23.824287,4.617615,-27.855892
0.881416,-23.827524,4.623431,-27.855249
0.882579,-23.830915,4.629247,-27.853479
0.883742,-23.834316,4.635062,-27.854424
0.884904,-23.837704,4.640878,-27.857935
0.886067,-23.841074,4.646693,-27.859558
0.88723,-23.844263,4.652509,-27.859301
0.888393,-23.847109,4.658325,-27.859766
0.889556,-23.8496,4.66414,-27.85951
0.890719,-23.852064,4.669956,-27.858225
0.891881,-23.854483,4.675772,-27.858534
0.893044,-23.856594,4.681587,-27.857727
0.894207,-23.858055,4.687403,-27.856575
0.89537,-23.858723,4.693219,-27.85914
0.896533,-23.859406,4.699034,-27.863588
0.897695,-23.860294,4.70485,-27.867462
0.898858,-23.861553,4.710665,-27.872677
0.900021,-23.862467,4.716481,-27.878197
0.901184,-23.863123,4.722297,-27.878941
0.902347,-23.863737,4.728112,-27.876226
0.90351,-23.864149,4.733928,-27.875305
0.904672,-23.864212,4.739744,-27.878109
0.905835,-23.864042,4.745559,-27.881294
0.906998,-23.863817,4.751375,-27.883398
0.908161,-23.86371,4.757191,-27.883245
0.909324,-23.864002,4.763006,-27.880901
0.910486,-23.864437,4.768822,-27.877897
0.911649,-23.86471,4.774637,-27.875355
0.912812,-23.864981,4.780453,-27.874596
0.913975,-23.865248,4.786269,-27.875948
0.915138,-23.865101,4.792084,-27.878021
0.916301,-23.865047,4.7979,-27.878239
0.917463,-23.865129,4.803716,-27.876982
0.918626,-23.865213,4.809531,-27.876404
0.919789,-23.865339,4.815347,-27.877321
0.920952,-23.865973,4.821163,-27.878965
0.922115,-23.867155,4.826978,-27.881302
0.923277,-23.868389,4.832794,-27.88133
0.92444,-23.869627,4.83861,-27.878019
0.925603,-23.870926,4.844425,-27.876225
0.926766,-23.8729,4.850241,-27.878653
0.927929,-23.874643,4.856056,-27.881857
0.929092,-23.87639,4.861872,-27.884386
0.930254,-23.878132,4.867688,-27.887672
0.931417,-23.879869,4.873503,-27.892191
0.93258,-23.881519,4.879319,-27.895361
0.933743,-23.883444,4.885135,-27.895437
0.934906,-23.885359,4.89095,-27.895828
0.936068,-23.887287,4.896766,-27.897074
0.937231,-23.889263,4.902582,-27.894278
0.938394,-23.891872,4.908397,-27.888416
0.939557,-23.89447,4.914213,-27.887087
0.94072,-23.897058,4.920028,-27.888704
0.941883,-23.899618,4.925844,-27.88913
0.943045,-23.901947,4.93166,-27.888527
0.944208,-23.90329,4.937475,-27.887234
0.945371,-23.904678,4.943291,-27.884064
0.946534,-23.906069,4.949107,-27.883615
0.947697,-23.907461,4.954922,-27.884527
0.948859,-23.908873,4.960738,-27.887228
0.950022,-23.90996,4.966554,-27.893513
0.951185,-23.910742,4.972369,-27.899488
0.952348,-23.911526,4.978185,-27.899675
0.953511,-23.912413,4.984,-27.899969
0.954674,-23.914263,4.989816,-27.899038
0.955836,-23.915977,4.995632,-27.894793
0.956999,-23.917374,5.001447,-27.891306
0.958162,-23.918772,5.007263,-27.892494
0.959325,-23.920109,5.013079,-27.893284
0.960488,-23.920931,5.018894,-27.894957
0.96165,-23.922009,5.02471,-27.896132
0.962813,-23.923143,5.030526,-27.897215
0.963976,-23.924252,5.036341,-27.897915
0.965139,-23.925262,5.042157,-27.897738
0.966302,-23.926617,5.047972,-27.894707
0.967465,-23.927059,5.053788,-27.893791
0.968627,-23.927153,5.059604,-27.895899
0.96979,-23.927219,5.065419,-27.896749
0.970953,-23.927288,5.071235,-27.898026
0.972116,-23.927341,5.077051,-27.903559
0.973279,-23.928759,5.082866,-27.909515
0.974441,-23.930305,5.088682,-27.911722
0.975604,-23.931849,5.094498,-27.912975
0.976767,-23.933413,5.100313,-27.915476
0.97793,-23.935139,5.106129,-27.918125
0.979093,-23.936701,5.111944,-27.917339
0.980256,-23.938255,5.11776,-27.9179
0.981418,-23.939812,5.123576,-27.918348
0.982581,-23.941324,5.129391,-27.913788
0.983744,-23.941797,5.135207,-27.908806
0.984907,-23.941523,5.141023,-27.90587
0.98607,-23.941191,5.146838,-27.902992
0.987232,-23.940863,5.152654,-27.902767
0.988395,-23.940592,5.15847,-27.908045
0.989558,-23.940975,5.164285,-27.90835
0.990721,-23.941414,5.170101,-27.907717
0.991884,-23.941849,5.175916,-27.907822
0.993047,-23.942284,5.181732,-27.908434
0.994209,-23.942818,5.187548,-27.908897
0.995372,-23.943094,5.193363,-27.91468
0.996535,-23.943317,5.199179,-27.922014
0.997698,-23.943541,5.204995,-27.925346
0.998861,-23.943762,5.21081,-27.925009
1.000023,-23.94405,5.216626,-27.925243
1.001186,-23.944517,5.222442,-27.924894
1.002349,-23.945036,5.228257,-27.9226
1.003512,-23.945562,5.234073,-27.923042
1.004675,-23.946089,5.239888,-27.925642
1.005838,-23.947277,5.245704,-27.929186
1.007,-23.948305,5.25152,-27.929373
1.008163,-23.949314,5.257335,-27.928564
1.009326,-23.950325,5.263151,-27.925848
1.010489,-23.951389,5.268967,-27.924431
1.011652,-23.952713,5.274782,-27.922636
1.012814,-23.954088,5.280598,-27.922754
1.013977,-23.955463,5.286414,-27.921972
1.01514,-23.956841,5.292229,-27.920898
1.016303,-23.958008,5.298045,-27.919563
1.017466,-23.958858,5.30386,-27.918568
1.018628,-23.959549,5.309676,-27.91967
1.019791,-23.960283,5.315492,-27.921131
1.020954,-23.961046,5.321307,-27.924553
1.022117,-23.961851,5.327123,-27.927805
1.02328,-23.962597,5.332939,-27.929897
1.024443,-23.963299,5.338754,-27.92835
1.025605,-23.963995,5.34457,-27.927
1.026768,-23.964689,5.350386,-27.925518
1.027931,-23.965214,5.356201,-27.923227
1.029094,-23.965593,5.362017,-27.920908
1.030257,-23.965946,5.367832,-27.920292
1.03142,-23.966295,5.373648,-27.92112
1.032582,-23.966646,5.379464,-27.921938
1.033745,-23.967459,5.385279,-27.922037
1.034908,-23.967892,5.391095,-27.919947
1.036071,-23.968176,5.396911,-27.918619
1.037234,-23.96846,5.402726,-27.921926
1.038396,-23.968744,5.408542,-27.921551
1.039559,-23.969435,5.414358,-27.921925
1.040722,-23.970123,5.420173,-27.925955
1.041885,-23.970774,5.425989,-27.929544
1.043048,-23.971426,5.431804,-27.930401
1.044211,-23.972141,5.43762,-27.934084
1.045373,-23.973288,5.443436,-27.93634
1.046536,-23.97473,5.449251,-27.938656
1.047699,-23.976213,5.455067,-27.939856
1.048862,-23.97769,5.460883,-27.944942
1.050025,-23.979338,5.466698,-27.947105
1.051187,-23.981243,5.472514,-27.951607
1.05235,-23.9832,5.47833,-27.953032
1.053513,-23.985165,5.484145,-27.953215
1.054676,-23.987123,5.489961,-27.950766
1.055839,-23.989063,5.495776,-27.951759
1.057001,-23.99114,5.501592,-27.950155
1.058164,-23.993301,5.507408,-27.947083
1.059327,-23.995474,5.513223,-27.946045
1.06049,-23.997652,5.519039,-27.943672
1.061653,-23.999645,5.524855,-27.939939
1.062816,-24.001038,5.53067,-27.9389
1.063978,-24.002234,5.536486,-27.938272
1.065141,-24.003418,5.542302,-27.9354
1.066304,-24.004599,5.548117,-27.934872
1.067467,-24.005886,5.553933,-27.937408
1.06863,-24.006737,5.559748,-27.933393
1.069793,-24.00742,5.565564,-27.931566
1.070955,-24.008053,5.57138,-27.93153
1.072118,-24.00885,5.577195,-27.927019
1.073281,-24.01045,5.583011,-27.922043
1.074444,-24.012342,5.588827,-27.924746
1.075607,-24.014112,5.594642,-27.926817
1.076769,-24.015882,5.600458,-27.929749
1.077932,-24.017403,5.606274,-27.934494
1.079095,-24.018253,5.612089,-27.938747
1.080258,-24.018579,5.617905,-27.93865
1.081421,-24.018782,5.62372,-27.938095
1.082584,-24.018984,5.629536,-27.93733
1.083746,-24.01922,5.635352,-27.93655
1.084909,-24.019547,5.641167,-27.934896
1.086072,-24.019936,5.646983,-27.9354
1.087235,-24.020342,5.652799,-27.935476
1.088398,-24.020748,5.658614,-27.933319
1.08956,-24.020868,5.66443,-27.932161
1.090723,-24.020658,5.670246,-27.931881
1.091886,-24.020414,5.676061,-27.931652
1.093049,-24.02021,5.681877,-27.931398
1.094212,-24.020008,5.687692,-27.932682
1.095374,-24.020592,5.693508,-27.931152
1.096537,-24.021915,5.699324,-27.93372
1.0977,-24.023401,5.705139,-27.932379
1.098863,-24.024889,5.710955,-27.932377
1.100026,-24.026371,5.716771,-27.932596
1.101189,-24.02776,5.722586,-27.933859
1.102351,-24.028378,5.728402,-27.924807
1.103514,-24.028568,5.734218,-27.921438
1.104677,-24.028761,5.740033,-27.920118
1.10584,-24.028954,5.745849,-27.920176
1.107003,-24.029211,5.751664,-27.920536
1.108166,-24.029879,5.75748,-27.925457
1.109328,-24.030764,5.763296,-27.927187
1.110491,-24.031649,5.769111,-27.925175
1.111654,-24.032471,5.774927,-27.922949
1.112817,-24.033081,5.780743,-27.9237
1.11398,-24.033539,5.786558,-27.925983
1.115142,-24.033964,5.792374,-27.927902
1.116305,-24.034389,5.79819,-27.930326
1.117468,-24.034939,5.804005,-27.931906
1.118631,-24.036354,5.809821,-27.93502
1.119794,-24.038511,5.815636,-27.931793
1.120957,-24.040836,5.821452,-27.929928
1.122119,-24.043156,5.827268,-27.933134
1.123282,-24.045246,5.833083,-27.937136
1.124445,-24.046045,5.838899,-27.933388
1.125608,-24.045935,5.844715,-27.93556
1.126771,-24.045582,5.85053,-27.936251
1.127933,-24.045214,5.856346,-27.93034
1.129096,-24.045025,5.862162,-27.925711
1.130259,-24.045061,5.867977,-27.922503
1.131422,-24.045084,5.873793,-27.920313
1.132585,-24.045073,5.879608,-27.919441
1.133747,-24.045067,5.885424,-27.92119
1.13491,-24.04512,5.89124,-27.920753
1.136073,-24.045376,5.897055,-27.921661
1.137236,-24.045815,5.902871,-27.920427
1.138399,-24.04627,5.908687,-27.916958
1.139562,-24.04681,5.914502,-27.914461
1.140724,-24.047613,5.920318,-27.913282
1.141887,-24.048714,5.926134,-27.912184
1.14305,-24.049931,5.931949,-27.912998
1.144213,-24.051146,5.937765,-27.915018
1.145376,-24.052471,5.94358,-27.916777
1.146538,-24.053881,5.949396,-27.919199
1.147701,-24.054874,5.955212,-27.919239
1.148864,-24.055464,5.961027,-27.917961
1.150027,-24.056055,5.966843,-27.918734
1.15119,-24.05654,5.972659,-27.917503
1.152353,-24.057062,5.978474,-27.91695
1.153515,-24.058002,5.98429,-27.91777
1.154678,-24.059216,5.990106,-27.916445
1.155841,-24.06036,5.995921,-27.913872
1.157004,-24.061266,6.001737,-27.915396
1.158167,-24.061808,6.007552,-27.911701
1.15933,-24.062067,6.013368,-27.910965
1.160492,-24.062237,6.019184,-27.914227
1.161655,-24.062544,6.024999,-27.915705
1.162818,-24.063074,6.030815,-27.910976
1.163981,-24.063641,6.036631,-27.911978
1.165144,-24.064154,6.042446,-27.911894
1.166306,-24.064663,6.048262,-27.913977
1.167469,-24.06539,6.054078,-27.915413
1.168632,-24.066347,6.059893,-27.917097
1.169795,-24.067179,6.065709,-27.91411
1.170958,-24.067877,6.071524,-27.911358
1.17212,-24.068573,6.07734,-27.906544
1.173283,-24.069021,6.083156,-27.902582
1.174446,-24.069101,6.088971,-27.902626
1.175609,-24.069014,6.094787,-27.906178
1.176772,-24.068876,6.100603,-27.909105
1.177935,-24.068758,6.106418,-27.908461
1.179097,-24.06875,6.112234,-27.907551
1.18026,-24.068972,6.11805,-27.905018
1.181423,-24.069361,6.123865,-27.903116
1.182586,-24.069765,6.129681,-27.905376
1.183749,-24.070148,6.135496,-27.904921
1.184911,-24.070471,6.141312,-27.90663
1.186074,-24.070879,6.147128,-27.911036
1.187237,-24.071518,6.152943,-27.910603
1.1884,-24.072157,6.158759,-27.9058
1.189563,-24.072823,6.164575,-27.906641
1.190726,-24.073521,6.17039,-27.905891
1.191888,-24.074104,6.176206,-27.904615
1.193051,-24.074562,6.182022,-27.905245
1.194214,-24.07502,6.187837,-27.902151
1.195377,-24.07535,6.193653,-27.898916
1.19654,-24.075125,6.199468,-27.89924
1.197703,-24.074257,6.205284,-27.896894
1.198865,-24.073259,6.2111,-27.896463
1.200028,-24.07226,6.216915,-27.89847
1.201191,-24.071314,6.222731,-27.901352
1.202354,-24.070724,6.228547,-27.900303
1.203517,-24.070646,6.234362,-27.900135
1.204679,-24.070566,6.240178,-27.899
1.205842,-24.070486,6.245994,-27.90032
1.207005,-24.070677,6.251809,-27.900955
1.208168,-24.071407,6.257625,-27.902149
1.209331,-24.072104,6.26344,-27.90218
1.210493,-24.0728,6.269256,-27.901548
1.211656,-24.073494,6.275072,-27.902149
1.212819,-24.07415,6.280887,-27.902081
1.213982,-24.074762,6.286703,-27.901369
1.215145,-24.075457,6.292519,-27.900082
1.216308,-24.076149,6.298334,-27.898779
1.21747,-24.076841,6.30415,-27.896389
1.218633,-24.077797,6.309966,-27.891533
1.219796,-24.079226,6.315781,-27.887012
1.220959,-24.080585,6.321597,-27.884422
1.222122,-24.081949,6.327413,-27.882374
1.223284,-24.083305,6.333228,-27.88345
1.224447,-24.084698,6.339044,-27.889311
1.22561,-24.086334,6.344859,-27.895967
1.226773,-24.08824,6.350675,-27.900467
1.227936,-24.090147,6.356491,-27.903727
1.229099,-24.091997,6.362306,-27.901896
1.230261,-24.093439,6.368122,-27.899996
1.231424,-24.094233,6.373938,-27.898077
1.232587,-24.094839,6.379753,-27.896696
1.23375,-24.095499,6.385569,-27.896681
1.234913,-24.096254,6.391385,-27.896484
1.236076,-24.09745,6.3972,-27.891527
1.237238,-24.098562,6.403016,-27.888012
1.238401,-24.099491,6.408831,-27.888201
1.239564,-24.100422,6.414647,-27.887346
1.240727,-24.101189,6.420463,-27.886063
1.24189,-24.101051,6.426278,-27.885923
1.243052,-24.100542,6.432094,-27.884254
1.244215,-24.100075,6.43791,-27.881912
1.245378,-24.099606,6.443725,-27.881773
1.246541,-24.099325,6.449541,-27.881704
1.247704,-24.099838,6.455357,-27.882008
1.248866,-24.099857,6.461172,-27.885248
1.250029,-24.099798,6.466988,-27.886806
1.251192,-24.099749,6.472803,-27.885777
1.252355,-24.099854,6.478619,-27.887114
1.253518,-24.100471,6.484435,-27.892382
1.254681,-24.101299,6.49025,-27.89385
1.255843,-24.102131,6.496066,-27.895512
1.257006,-24.102947,6.501882,-27.896679
1.258169,-24.103626,6.507697,-27.8964
1.259332,-24.104055,6.513513,-27.893154
1.260495,-24.105015,6.519329,-27.888025
1.261657,-24.105972,6.525144,-27.883904
1.26282,-24.106909,6.53096,-27.882372
1.263983,-24.107628,6.536775,-27.880573
1.265146,-24.107632,6.542591,-27.88043
1.266309,-24.106964,6.548407,-27.885105
1.267472,-24.106293,6.554222,-27.888874
1.268634,-24.105614,6.560038,-27.891068
1.269797,-24.105024,6.565854,-27.895008
1.27096,-24.105358,6.571669,-27.897106
1.272123,-24.106247,6.577485,-27.895769
1.273286,-24.107151,6.583301,-27.89324
1.274449,-24.108219,6.589116,-27.891598
1.275611,-24.109474,6.594932,-27.890011
1.276774,-24.109779,6.600747,-27.888689
1.277937,-24.109856,6.606563,-27.88813
1.2791,-24.110006,6.612379,-27.888391
1.280263,-24.110567,6.618194,-27.889038
1.281425,-24.111233,6.62401,-27.888933
1.282588,-24.111443,6.629826,-27.885353
1.283751,-24.111652,6.635641,-27.882351
1.284914,-24.111889,6.641457,-27.883718
1.286077,-24.112602,6.647273,-27.885067
1.287239,-24.113592,6.653088,-27.884848
1.288402,-24.115194,6.658904,-27.886679
1.289565,-24.11681,6.664719,-27.885504
1.290728,-24.118429,6.670535,-27.879147
1.291891,-24.11937,6.676351,-27.873566
1.293054,-24.120419,6.682166,-27.871689
1.294216,-24.121643,6.687982,-27.872086
1.295379,-24.122873,6.693798,-27.875992
1.296542,-24.124235,6.699613,-27.882889
1.297705,-24.125904,6.705429,-27.88722
1.298868,-24.12764,6.711245,-27.886295
1.30003,-24.129402,6.71706,-27.884268
1.301193,-24.131165,6.722876,-27.882586
1.302356,-24.132755,6.728691,-27.878485
1.303519,-24.134054,6.734507,-27.874693
1.304682,-24.134909,6.740323,-27.873478
1.305845,-24.135767,6.746138,-27.873281
1.307007,-24.136621,6.751954,-27.873669
1.30817,-24.137341,6.75777,-27.874763
1.309333,-24.13756,6.763585,-27.878254
1.310496,-24.13748,6.769401,-27.882189
1.311659,-24.1374,6.775217,-27.881441
1.312822,-24.137318,6.781032,-27.879057
1.313984,-24.137457,6.786848,-27.87602
1.315147,-24.137047,6.792663,-27.871429
1.31631,-24.136486,6.798479,-27.870354
1.317473,-24.135931,6.804295,-27.872965
1.318636,-24.135523,6.81011,-27.873238
1.319798,-24.135475,6.815926,-27.874786
1.320961,-24.136114,6.821742,-27.879858
1.322124,-24.136753,6.827557,-27.883778
1.323287,-24.137392,6.833373,-27.887127
1.32445,-24.137764,6.839189,-27.889109
1.325612,-24.137732,6.845004,-27.890686
1.326775,-24.137394,6.85082,-27.889336
1.327938,-24.137056,6.856635,-27.886229
1.329101,-24.136724,6.862451,-27.884417
1.330264,-24.136732,6.868267,-27.885395
1.331427,-24.13707,6.874082,-27.886217
1.332589,-24.137585,6.879898,-27.887886
1.333752,-24.138098,6.885714,-27.890385
1.334915,-24.138599,6.891529,-27.88999
1.336078,-24.138653,6.897345,-27.888618
1.337241,-24.138834,6.903161,-27.889135
1.338403,-24.139048,6.908976,-27.88842
1.339566,-24.139275,6.914792,-27.885599
1.340729,-24.1397,6.920607,-27.884346
1.341892,-24.140606,6.926423,-27.886414
1.343055,-24.141417,6.932239,-27.88835
1.344218,-24.14217,6.938054,-27.888546
1.34538,-24.14292,6.94387,-27.888718
1.346543,-24.143744,6.949686,-27.88946
1.347706,-24.14456,6.955501,-27.888544
1.348869,-24.145077,6.961317,-27.889757
1.350032,-24.145535,6.967133,-27.893282
1.351194,-24.14599,6.972948,-27.894258
1.352357,-24.146313,6.978764,-27.894617
1.35352,-24.146294,6.984579,-27.896927
1.354683,-24.146439,6.990395,-27.892389
1.355846,-24.146624,6.996211,-27.88921
1.357009,-24.146809,7.002026,-27.889969
1.358171,-24.147125,7.007842,-27.890606
1.359334,-24.147366,7.013658,-27.885668
1.360497,-24.147465,7.019473,-27.888205
1.36166,-24.147543,7.025289,-27.891628
1.362823,-24.147621,7.031105,-27.892387
1.363985,-24.147985,7.03692,-27.893574
1.365148,-24.148922,7.042736,-27.895603
1.366311,-24.14995,7.048551,-27.894289
1.367474,-24.15098,7.054367,-27.892851
1.368637,-24.15202,7.060183,-27.894405
1.369799,-24.152821,7.065998,-27.896263
1.370962,-24.153109,7.071814,-27.899817
1.372125,-24.153336,7.07763,-27.901346
1.373288,-24.153563,7.083445,-27.898273
1.374451,-24.15379,7.089261,-27.895304
1.375614,-24.153753,7.095077,-27.890974
1.376776,-24.153488,7.100892,-27.889215
1.377939,-24.1532,7.106708,-27.89156
1.379102,-24.15291,7.112523,-27.893047
1.380265,-24.152662,7.118339,-27.889977
1.381428,-24.152901,7.124155,-27.889547
1.382591,-24.153772,7.12997,-27.889128
1.383753,-24.154707,7.135786,-27.883606
1.384916,-24.155645,7.141602,-27.88047
1.386079,-24.156569,7.147417,-27.880621
1.387242,-24.157209,7.153233,-27.880213
1.388405,-24.157614,7.159049,-27.876978
1.389567,-24.158003,7.164864,-27.87682
1.39073,-24.158377,7.17068,-27.879168
1.391893,-24.159204,7.176495,-27.880718
1.393056,-24.160358,7.182311,-27.881575
1.394219,-24.161531,7.188127,-27.882309
1.395382,-24.162672,7.193942,-27.8804
1.396544,-24.163816,7.199758,-27.877136
1.397707,-24.164593,7.205574,-27.876516
1.39887,-24.165167,7.211389,-27.876659
1.400033,-24.165716,7.217205,-27.879242
1.401196,-24.166267,7.223021,-27.883646
1.402358,-24.166821,7.228836,-27.887011
1.403521,-24.16754,7.234652,-27.888285
1.404684,-24.168476,7.240467,-27.887552
1.405847,-24.169529,7.246283,-27.883741
1.40701,-24.170607,7.252099,-27.883593
1.408172,-24.171686,7.257914,-27.882826
1.409335,-24.172092,7.26373,-27.881144
1.410498,-24.171968,7.269546,-27.878754
1.411661,-24.171743,7.275361,-27.87755
1.412824,-24.171516,7.281177,-27.874943
1.413987,-24.171652,7.286993,-27.87393
1.415149,-24.172785,7.292808,-27.872299
1.416312,-24.174351,7.298624,-27.872887
1.417475,-24.175962,7.304439,-27.875418
1.418638,-24.17758,7.310255,-27.873964
1.419801,-24.179193,7.316071,-27.868853
1.420964,-24.180355,7.321886,-27.866438
1.422126,-24.180893,7.327702,-27.862547
1.423289,-24.181267,7.333518,-27.857752
1.424452,-24.181643,7.339333,-27.85684
1.425615,-24.181829,7.345149,-27.859428
1.426778,-24.182308,7.350965,-27.861942
1.42794,-24.183008,7.35678,-27.86587
1.429103,-24.183741,7.362596,-27.87092
1.430266,-24.184464,7.368411,-27.874762
1.431429,-24.185129,7.374227,-27.874752
1.432592,-24.185606,7.380043,-27.876284
1.433755,-24.186024,7.385858,-27.879324
1.434917,-24.186441,7.391674,-27.878479
1.43608,-24.18688,7.39749,-27.877207
1.437243,-24.187424,7.403305,-27.87472
1.438406,-24.188669,7.409121,-27.873056
1.439569,-24.190134,7.414937,-27.874811
1.440731,-24.191599,7.420752,-27.874701
1.441894,-24.193094,7.426568,-27.869385
1.443057,-24.194246,7.432383,-27.872656
1.44422,-24.194399,7.438199,-27.873213
1.445383,-24.194283,7.444015,-27.869675
1.446545,-24.194162,7.44983,-27.869322
1.447708,-24.19393,7.455646,-27.86969
1.448871,-24.193569,7.461462,-27.869459
1.450034,-24.193172,7.467277,-27.868807
1.451197,-24.192776,7.473093,-27.868071
1.45236,-24.192379,7.478909,-27.865854
1.453522,-24.191822,7.484724,-27.863708
