Run 1; Ch 6; Fc 2-1; Cy 5; W5; Conc 3.125 6.25 12.5 25 50 nM_X 	Run 1; Ch 6; Fc 2-1; Cy 5; W5; Conc 3.125 6.25 12.5 25 50 nM_Y 	Run 1; Ch 6; Fc 2-1; Cy 5; W5; Conc 3.125 6.25 12.5 25 50 nM; Fitted_X 	Run 1; Ch 6; Fc 2-1; Cy 5; W5; Conc 3.125 6.25 12.5 25 50 nM; Fitted_Y 	
-10.1999988555908 	0.0114006303665519 	-10.1999988555908 	0 	
-10.0999984741211 	0.0227005851447757 	-10.0999984741211 	0 	
-9.99999809265137 	0.0318004454493348 	-9.99999809265137 	0 	
-9.89999771118164 	0.0388008124537009 	-9.89999771118164 	0 	
-9.79999923706055 	0.0419001758018567 	-9.79999923706055 	0 	
-9.69999885559082 	0.0356999645919132 	-9.69999885559082 	0 	
-9.59999847412109 	0.0147000553661201 	-9.59999847412109 	0 	
-9.49999809265137 	0.00249999066727469 	-9.49999809265137 	0 	
-9.39999771118164 	-0.00150006995318108 	-9.39999771118164 	0 	
-9.29999923706055 	0.00669981389728491 	-9.29999923706055 	0 	
-9.19999885559082 	-0.00620007632460329 	-9.19999885559082 	0 	
-9.09999847412109 	-0.0058001235483971 	-9.09999847412109 	0 	
-8.99999809265137 	0.00169984931198996 	-8.99999809265137 	0 	
-8.89999771118164 	-0.00250032819167245 	-8.89999771118164 	0 	
-8.79999923706055 	0.00219994485814823 	-8.79999923706055 	0 	
-8.69999885559082 	0.0077998282504268 	-8.69999885559082 	0 	
-8.59999847412109 	-0.00160012014021049 	-8.59999847412109 	0 	
-8.49999809265137 	-0.00920010385016212 	-8.49999809265137 	0 	
-8.39999771118164 	-0.0174002213352651 	-8.39999771118164 	0 	
-8.29999923706055 	-0.0199999581636803 	-8.29999923706055 	0 	
-8.19999885559082 	-0.0154000008478761 	-8.19999885559082 	0 	
-8.09999847412109 	-0.0175999933962885 	-8.09999847412109 	0 	
-7.99999809265137 	-0.018900023707829 	-7.99999809265137 	0 	
-7.89999771118164 	-0.0223000645128195 	-7.89999771118164 	0 	
-7.79999923706055 	-0.0237999442761065 	-7.79999923706055 	0 	
-7.69999885559082 	-0.0237999475066317 	-7.69999885559082 	0 	
-7.59999847412109 	-0.0254998405071092 	-7.59999847412109 	0 	
-7.5 	-0.0213000003786874 	-7.5 	0 	
-7.39999771118164 	-0.0240999458583246 	-7.39999771118164 	0 	
-7.29999923706055 	-0.0233000003900088 	-7.29999923706055 	0 	
-7.19999694824219 	-0.0246998622205865 	-7.19999694824219 	0 	
-7.09999847412109 	-0.0196998627470748 	-7.09999847412109 	0 	
-7 	-0.0197000001826382 	-7 	0 	
-6.89999771118164 	-0.0220000345652807 	-6.89999771118164 	0 	
-6.79999923706055 	-0.0229000004401314 	-6.79999923706055 	0 	
-6.69999694824219 	-0.0212999582909106 	-6.69999694824219 	0 	
-6.59999847412109 	-0.0205998893761716 	-6.59999847412109 	0 	
-6.5 	-0.0157000000072003 	-6.5 	0 	
-6.39999771118164 	-0.0145000761222036 	-6.39999771118164 	0 	
-6.29999923706055 	-0.0126999996136874 	-6.29999923706055 	0 	
-6.19999694824219 	-0.0122000265400857 	-6.19999694824219 	0 	
-6.09999847412109 	-0.013900053290854 	-6.09999847412109 	0 	
-6 	-0.0151999996887753 	-6 	0 	
-5.89999771118164 	-0.0144999540461868 	-5.89999771118164 	0 	
-5.79999923706055 	-0.0142999998570303 	-5.79999923706055 	0 	
-5.69999694824219 	-0.010799954412505 	-5.69999694824219 	0 	
-5.59999847412109 	-0.00769988567117252 	-5.59999847412109 	0 	
-5.5 	-0.00459999996382976 	-5.5 	0 	
-5.39999771118164 	-0.00369988937018206 	-5.39999771118164 	0 	
-5.29999923706055 	0 	-5.29999923706055 	0 	
-5.19999694824219 	0.0035000839670829 	-5.19999694824219 	0 	
-5.09999847412109 	0.00360008383722743 	-5.09999847412109 	0 	
-5 	0.00760000000809669 	-5 	0 	
-4.89999771118164 	0.0107999658903282 	-4.89999771118164 	0 	
-4.79999923706055 	0.00970000001325388 	-4.79999923706055 	0 	
-4.69999694824219 	0.00669995430871495 	-4.69999694824219 	0 	
-4.59999847412109 	0.00419989697547862 	-4.59999847412109 	0 	
-4.5 	-0.00109999995402177 	-4.5 	0 	
-4.39999771118164 	0.000200045789824799 	-4.39999771118164 	0 	
-4.29999923706055 	0.00319999997736886 	-4.29999923706055 	0 	
-4.19999694824219 	-0.00119990458915709 	-4.19999694824219 	0 	
-4.09999847412109 	0.00200006101658801 	-4.09999847412109 	0 	
-4 	0.0040000000881264 	-4 	0 	
-3.89999771118164 	0.00600007629327592 	-3.89999771118164 	0 	
-3.79999923706055 	0.00469999978668056 	-3.79999923706055 	0 	
-3.69999694824219 	0.0116998624434927 	-3.69999694824219 	0 	
-3.59999847412109 	0.0103001717034203 	-3.59999847412109 	0 	
-3.5 	0.0184999996818078 	-3.5 	0 	
-3.39999771118164 	0.0163002290391887 	-3.39999771118164 	0 	
-3.29999923706055 	0.0204000009180163 	-3.29999923706055 	0 	
-3.19999694824219 	0.0271001449655159 	-3.19999694824219 	0 	
-3.09999847412109 	0.0326002521323971 	-3.09999847412109 	0 	
-3 	0.0402999987782096 	-3 	0 	
-2.89999771118164 	0.0426001297091716 	-2.89999771118164 	0 	
-2.79999923706055 	0.0446999991327175 	-2.79999923706055 	0 	
-2.69999694824219 	0.0380002043602872 	-2.69999694824219 	0 	
-2.59999847412109 	0.0433000983284728 	-2.59999847412109 	0 	
-2.5 	0.0453000007801165 	-2.5 	0 	
-2.39999771118164 	0.0412999273103196 	-2.39999771118164 	0 	
-2.29999923706055 	0.0383999994592159 	-2.29999923706055 	0 	
-2.19999694824219 	0.0352999987844669 	-2.19999694824219 	0 	
-2.09999847412109 	0.0383002297494386 	-2.09999847412109 	0 	
-2 	0.0505999997694744 	-2 	0 	
-1.89999771118164 	0.0485998693729925 	-1.89999771118164 	0 	
-1.79999923706055 	0.0427000018135004 	-1.79999923706055 	0 	
-1.69999694824219 	0.0527000746005797 	-1.69999694824219 	0 	
-1.59999847412109 	0.0584000861053937 	-1.59999847412109 	0 	
-1.5 	0.0562999983776535 	-1.5 	0 	
-1.39999771118164 	0.0565999983773509 	-1.39999771118164 	0 	
-1.29999923706055 	0.0585000193641463 	-1.29999923706055 	0 	
-1.19999694824219 	0.0565999983773509 	-1.19999694824219 	0 	
-1.09999847412109 	0.0562999983776535 	-1.09999847412109 	0 	
-1 	0.0530000361686689 	-1 	0 	
-0.899997711181641 	0.0562999983776535 	-0.899997711181641 	0 	
-0.799999237060547 	0.0565999983773509 	-0.799999237060547 	0 	
-0.699996948242188 	 	-0.699996948242188 	0 	
-0.599998474121094 	 	-0.599998474121094 	0 	
-0.5 	 	-0.5 	0 	
-0.399997711181641 	 	-0.399997711181641 	0 	
-0.299999237060547 	 	-0.299999237060547 	0 	
-0.199996948242188 	 	-0.199996948242188 	0 	
-0.0999984741210938 	 	-0.0999984741210938 	0 	
0 	 	0 	0 	
0.100002288818359 	 	0.100002288818359 	0 	
0.200000762939453 	 	0.200000762939453 	0.00703189608662018 	
